Molecule	Protein	UniProt	Gene	C1	C2	C3	C4	C5	C8	C9	C11	C14	C15	C16	C17	C18	C19	C20	C21	C24	C25	C26	C27	P1	P2	P4	P6	P9	P11	P13	P17	P18	P19	P20	P21	P24	P25	P27	P28	P29	P30	P31	P32
6070-11	Fc_MOUSE	Q99LC4		967.9	1016.5	1685.2	937.6	1222.5	1055.3	1459.5	1221.3	944.2	827.8	1338.2	767.9	872.5	1012.8	689.3	1870.8	885	864.2	1022.1	636.7	872.6	949.8	1414.1	1111.1	915.1	1088.1	1313.9	891.4	986.7	944.1	770	959	805.6	1285.9	785.3	1118.6	1225.5	893.2	1119.2	1152.5
6077-63	CECR1	Q9NZK5	CECR1	13091.9	11868.5	10195.6	26288	17991.2	15099.9	14429.1	13957.5	9021.7	22524.7	12988.9	18321.3	13687.4	23266.5	15193.7	15723.3	18881	19926.1	22814.7	16646.9	12682.9	15151.8	15685.2	15461.5	10462.8	22445.6	14722.1	24210.4	13090.5	16379.9	21657.9	13491.6	20114.8	14231	5677.5	22902.3	16054.1	13277.2	13979.9	10891.5
6079-59	ACPL2	Q8TE99	ACPL2	3601.8	3685.1	6846.3	165862.4	4653.6	3535.4	3570.9	3883.6	3269.4	2619.5	7106.2	2131.8	2658.5	3139.4	2583.9	11839.8	2481.2	2178.4	3636.6	2706.1	2532.9	2834.5	4242.2	2536.2	2781	3229.3	4876.3	3224.2	2941.3	2992.2	2545.5	2741	2650.5	3694.7	3194.2	3985.7	3147.6	3275.1	4237.6	4442.2
6081-52	PCOC2	Q9UKZ9	PCOLCE2	21865.5	16494.4	16343.2	23417	22459.3	16465.2	23767.6	19514	14166.2	12237.7	11935.1	13790.9	18956.1	18038.6	11977.3	11133.1	9811.4	18131.8	14256.1	18950.6	22520.6	25768.7	14750.4	17343.7	23153.8	25092.1	18618.2	17386.5	18442.2	17212.8	14666.2	17796.3	16064.4	18751.9	11920.9	22260.1	8132.9	27930.8	14440.3	20304.3
6086-15	CRDL2	Q6WN34	CHRDL2	2242.1	1627.7	14161.6	1424.2	3456.7	2951.6	2822	4673.7	3416.3	5297.7	2652	2628.6	2702.9	3145.4	3737.8	4089.8	5202	3500.7	4058	3616.1	3623.8	4513.6	4148.4	3107.8	2019.8	2581.1	2623.3	2071.5	2127.6	3862.6	1802.9	4615.5	5062.5	5469	3173.1	2806.5	3135.2	3335.8	2953.3	2374.6
6102-2	Fc_MOUSE	Q99LC4		1664.8	1733.1	3703.8	1659.9	2254	1557.4	1501.3	2167.3	1440.4	1300.4	2530.8	1048.8	1190.7	1820.3	1018.4	3545.2	1130.4	1148.3	1621	1153.4	1051.9	1243.3	2325.4	1121.9	1352.4	1577.9	2110	1461.5	1487.4	1358	1131.9	1026.7	1271.5	2124.6	1398.8	1950.9	1459.3	1480.8	1916.5	1802.9
6103-70	FCRL5	Q96RD9	FCRL5	1384.2	1303.7	2985.1	1383.1	801.5	2186.1	751.8	1182	1103.8	1054.2	13273.2	887.6	885.7	1166.9	1438.3	10860.4	681	882	1234.4	736.4	882.8	1100.9	1070.4	1324.7	958.7	1093.3	3644.2	1163.4	760.3	1598.1	1465.1	1154.3	831.8	942.8	804.2	1183.1	1233.4	676.3	901	1291
6107-3	ELA1	Q9UNI1	CELA1	41732.1	26811.8	54925.3	45596.2	24283.8	27868.8	27259.8	22838.4	22399	34378.2	34753.4	40906.9	20890.9	49634.3	18055.7	31744.4	35556.5	28074.8	30721.9	32297.4	22490.6	35407.8	46808.5	34065.5	36754.5	50349.8	23786.8	35118.2	22408.5	35767.8	50574.5	34088.7	32787.8	32794.1	30008.4	43957.4	36969.1	31661.9	31972.2	40524.8
6115-40	Fc_MOUSE	Q99LC4		5199.5	2682.9	3781.4	3249.6	2279	3311.1	3104.5	3934	2475.2	2071.2	2469.9	2092.6	2694.2	2687.1	2346.1	5238.5	2562	4955.6	4308.8	2508.9	2682.4	4259.9	3462.1	4040.4	2006	3090.2	2031.3	2399.2	2017.8	3264.5	2226.7	4029.2	3366.4	4577.8	1821.7	3698.6	3741.2	2613.1	2578.6	4152.8
6117-4	NEC2	P16519	PCSK2	5907.1	3845	4879.4	3613.9	3857.8	4124.8	6310.6	3676.8	3157.8	3714.7	3987.6	3138	3943.9	4177.1	2505.3	4178.5	3308.8	3395.8	3578.1	2767.7	3134.6	4029.6	3623.1	3414.4	3093.5	3974.1	4142.2	4172	3145	4276.9	4244.3	3277.3	3792.4	4723.9	3062.7	4453.4	3387.8	3965.3	4302.2	7649.8
6119-14	MAMC2	Q7Z304	MAMDC2	1037.5	1045.9	2145.9	991.3	1030.5	1054.4	1012.3	1251.5	923.7	810.5	2131.5	650.3	791	986.4	799.8	3350.6	697.6	770.3	982.2	560.2	651.2	719	1102.8	723.8	885.4	1149.8	1438.8	1016.9	719.9	847	785.3	719.6	695.9	1122.5	723	1121.2	947.6	838.4	997.9	997.8
6121-5	Fc_MOUSE	Q99LC4		226.5	227.9	405.3	223.9	292	222.3	199.3	265.5	212.6	186.9	312.6	184	220.2	212.1	170.3	345.7	183.9	791.6	217.1	197.9	182.9	215.4	221.8	208.8	226.8	242	296.2	218.1	183.3	204.8	186.7	221.1	197.1	277.2	169.5	254	187.5	192.7	282.5	219.3
6123-69	p53	P04637	TP53	2195.9	2480.9	20006.6	2712	2411	2783.1	1887.4	3345.9	2464	2027	3806.4	1640.4	2241.2	2002.3	2423.9	6984.8	3442.9	2108.7	2455.7	1795.8	2151.7	1877.1	16879.6	2399.1	2586.9	28630.2	2750.1	2963.1	2782.1	2280.5	2746.8	1951.4	1709.6	2473.9	1893.5	2583.1	2872.7	2190.7	2408.5	2278.9
6151-18	MP2K3	P46734	MAP2K3	1520.1	1379.5	2675.2	1489.6	2955.5	1409.8	1438.5	1596.7	1535.7	1271	2201	1019	1172.5	1487.2	858.6	2382.4	1181.9	1174.8	1760.4	838.1	965.1	1049.9	2091.9	919.1	1056.7	1533.4	1892.2	1936.9	1351.3	1409	1067.3	965.7	1126.1	1611	1317.3	1764.9	1154.3	1220.3	1702.2	1471.8
6168-11	p53 R175H	P04637	TP53	4286.7	3483.5	6118.4	4647.4	6344.2	3184.4	3762.6	3778.8	3704.5	4010.4	3707.7	2362.3	4722.6	3879.2	2159.2	4833.4	3341.9	3295.1	3672	2710.1	2621.9	3111.5	6137.8	3311.8	2552.6	3738.2	3342.1	3015.4	3755.4	4043.1	2856.3	2354.4	3327.3	4392.5	3896.5	4356.3	4753.5	3682.1	4210.5	4162.3
6207-10	prosaposin	P07602	PSAP	2967.2	2695.3	4405.1	2707.6	3232.2	3176.4	2075.8	2843.9	2368.6	2043.8	3569	2218.9	3038.9	2370.9	2170.2	5167.4	2676.2	2397.3	3222.4	2122.7	3628	2746.3	3972	3098.2	2060.4	4088.5	4416.5	2597	2599.2	3717.9	3473	2803.7	3203.7	3982.4	2153.5	2710.9	2839.4	2047	3336.8	2644.3
6210-100	IFNA5	P01569	IFNA5	914.7	864.8	1934.1	879.4	1244.2	775.9	787.8	1225	795.7	647	1062.9	503.4	631	856.6	528	1463.8	588.9	524	822.7	549.9	537.1	596.9	1475.4	567.2	697.9	748.2	968.1	755.6	837.8	707.3	510.4	518.9	654.3	1077.7	879.9	1039.7	815.6	810.1	985	942.1
6213-10	CGB2	Q6NT52	CGB2	1786.9	2368.2	5151.1	1085.2	2363.4	2864.7	682.5	4895.6	2135.3	1308.1	4414.4	2972.4	1760.9	2486.1	1707.6	5589.4	1561.5	1069.5	3030	785.6	2732	1983.7	1802.7	1442.1	3224.3	3979.5	5399.9	1902.4	1846.4	1817.5	1268.2	2980.8	1777.8	5377	1194.8	4467.5	1329.4	1279.5	4164	2702.1
6214-84	IFNA8	P32881	IFNA8	442.5	414.1	725.1	422.9	1592.9	420.6	382.8	483.3	410.7	435.2	648.3	322	440.3	634.1	380.8	821	342.1	475.1	452	541.4	428.7	430.3	420.7	422.6	452.1	415	635.4	450.2	327.8	428.3	385.8	419	375.4	637.8	350.2	476.9	380.3	365.8	483.9	426.4
6219-14	PDZ11	Q5EBL8	PDZD11	202.8	186.2	367.1	179	282.1	184.5	162.8	244.9	177.5	157	258.8	141.6	152.1	192	141.1	317.9	144.4	144.6	190.4	131.9	150.1	162.9	209.5	164.2	207.9	202.6	228.1	175.5	150.9	164.4	156.6	177.9	153.1	239.5	212.7	216.8	167.6	166.2	217.4	191.5
6221-1	ADPGK	Q9BRR6	ADPGK	1644.5	1837.8	2404.5	1505.3	2400.2	1711.9	1636.3	1830.1	1492.7	1591.2	1943.2	1384.8	1442.3	1764.1	1301.9	2337.4	1570.7	1283.9	2018.7	1361.3	1401.3	1459.6	2237.2	1645	1190.1	1558.3	2008.4	1325	1648.2	1534	1410	1719.2	2219.9	9037.9	2027.9	1916.8	2575.6	1402.3	1959.7	1764.1
6223-5	GUC2B	Q16661	GUCA2B	1753	1684	3057	1877.6	2065.3	2501.3	2576.1	1841.5	2798.8	2233.4	1808.5	250423	1997.7	1888.2	1506.7	2352.4	1356.1	1435.1	1820.5	1454.7	7541.2	14679.6	1736.1	3218.1	2136.6	9481.4	2440	1761.8	1989.1	2274.4	1259.4	1561.3	1905.1	3074.5	1969.5	2655.7	3165.4	2419.4	3660.6	2625.6
6226-69	EFHA1	Q8IYU8	EFHA1	1170.2	963.3	1560.3	1102	1756.9	1172.2	904.2	2064.8	1388.2	1976.1	2241.6	1314.3	1329.6	1395.3	719.7	1792.2	1675.6	1853.4	2176.5	1417.6	1077.2	927.2	843.7	709.4	1392.3	1689.4	1249	3210.2	1124.6	1144.9	1083.2	921.9	1432.5	1345.8	731.6	1970.5	673.5	1295.4	1981.3	950.2
6227-1	kallikrein 10	O43240	KLK10	1875.1	2526.7	3561.5	3428.1	1442.1	1357.4	2387.6	1648.7	2425.9	3018.7	1902.9	2629.7	2472.8	1504	3015.7	1888.5	1733.3	2016.2	1350.9	1922.6	1743.7	2197.7	3915.6	2428.6	2204.7	2659.9	3451.8	2221.3	1557	2240.1	1241.1	3251.1	2326.7	2297.5	2214.9	3670.8	2731.4	2300.1	2979.2	2176.4
6228-58	sperm acrosome associated 1	Q9HBV2	SPACA1	531.2	616.6	1136.8	2097.3	697.2	549.7	461.6	690.1	472.5	430.4	751.8	426.6	517.5	620.4	427.6	798.4	748.6	435.3	551.3	427.8	416.1	448.5	508.5	436.8	516.4	581.8	778.3	534.8	998	457.7	453	835.5	451.2	751.9	373.4	696.5	498.5	504.8	612.9	560
6230-56	CER1	O95813	CER1	447.4	460.7	814.4	418.8	433.9	463.4	462.2	583.8	401.7	399.5	691.8	372.5	436.9	428.1	376.6	862.9	358.4	439.5	484.1	304.1	361.3	402.7	466.6	384.2	412	543	606.6	420.4	381.2	424.8	541.4	474.5	431	539.4	538.2	519.1	421.9	425.5	496.8	498
6231-46	STC2	O76061	STC2	509	508.5	1706	517	580.3	540.2	424.2	606.2	412.6	397.7	665.1	361.2	498.7	497	333.9	829.4	452.4	360.9	518.4	592.3	353.3	462.1	699.3	386.2	434.9	607.8	612.9	854.6	392.4	431.6	348.1	400.9	427	698.8	401.2	600.8	446	474.7	552	478.2
6234-74	VITRN	Q6UXI7	VIT	3345	3577.2	3884.3	3331.7	3249.5	3520.6	2387.9	2699.4	2960	2931.3	2954	2923.5	1889.5	3392.9	2939.7	3586.8	2143.4	2307.4	2894.5	3218.6	2280.7	2708.5	2813.6	3394.6	3538.9	3696.5	4044	2581.5	3021.7	3875.6	2593.8	3758	3014	3653.3	3945.2	3520.2	2447.2	4579.4	3457.8	4571.7
6237-11	FGRL1	Q8N441	FGFRL1	630	463.5	767.4	374.1	468.5	389.8	359.4	1184.4	534.6	326.2	484.4	381.6	350.1	379.9	279.5	579.4	328.3	570.5	439.1	305.3	298.5	328	540.1	303.4	489.8	626.7	485.9	414.4	324.7	327.4	315.8	418.6	411.6	503.1	346.8	859.2	365.2	337	460	373.2
6238-55	PSG8	Q9UQ74	PSG8	357.4	370.6	595.4	366.7	622.5	376.1	322.4	363.6	316.3	347.7	527.3	318.4	370	337.5	273.6	506.2	305.8	345.9	345.6	261.2	326.8	330.3	336.3	384.3	360	377.3	481.5	367.9	304	329	340.1	390.4	342.1	423.9	292	383.6	359	323.3	371	423
6240-70	RSPO1	Q2MKA7	RSPO1	508.9	566.1	1225	527.4	730.6	575.6	466.2	717	452.1	431.6	828.9	408.9	520.4	636.2	387.7	968.3	411.9	376.3	551.7	360.6	402.3	498	582.8	431.4	514.4	564.8	755.3	515.5	434.2	446.5	420	441.9	421	713.1	441.2	756.5	437.4	467.8	628.8	612
6245-4	Nectin-2	Q92692	PVRL2	704.3	593.1	1306.9	689.3	873.9	577.6	631.6	838.2	580.5	706.4	901.9	442.4	490	606.5	463.4	1182.3	457.1	481.3	686.8	411	464.4	482.9	1005.8	507.5	581.1	740.9	695.1	563.4	628.2	566.7	410.8	380.2	573.5	861.4	707.7	751.5	668.1	644.4	742.7	695.7
6247-9	SIRB1	O00241	SIRPB1	3050.1	2005.4	1575.7	1218.6	3222.5	1012.3	2601.3	1618.4	2209.9	1694.7	2732.9	3285.4	972.2	1400.2	1675.6	2716	1477.9	2461.8	2747.9	974.5	1000	1429.7	660.4	1943.2	1551.9	1288.4	4154.6	1253.9	428.7	2246.4	1241.1	3492.5	1501.9	3155.6	2312	510.4	2590.5	1364.4	2635.9	1146.4
6252-62	Secretoglobin family 3A member 1	Q96QR1	SCGB3A1	9962.8	9602.5	32872	25055.2	10155.1	15077.1	6777.4	45652.3	20029.3	31564.4	15466.1	13121.7	20074.5	9436.8	45158.1	16170.3	11605.1	23061.5	11726.1	15131.4	22589.2	22563	51974.6	8901.8	15927.2	12290.3	29046	26958	21787.3	13233.1	14087.7	13786.7	23533.1	1594	26764	60532.4	16484.9	17990.8	27818.6	23679.6
6255-74	CPXM1	Q96SM3	CPXM1	6952.2	5397.9	16243.2	3902.4	6107.2	7649.2	2849.4	7310.5	4990	4880.2	10767.1	5760.8	6213	5274.2	4333.3	12364.3	4990.5	3625.4	7933.8	2522.1	5435.6	4893.6	7114.2	3381.6	7499.7	7673.6	12539.2	4960.7	4920	5283.7	3958.4	2979.5	4652.5	12745.2	3495.5	10751.4	4001.1	2966.6	13202	6161.2
6256-9	LY66C	O95867	LY6G6C	9600.6	7136.4	10699.4	9626	5476.4	9041.9	4183.8	5905	6193.6	6691	13290.1	5420.8	5972.2	5753.2	5901	11606.9	5706.3	5626	8741.9	4303.4	6562.9	4591.8	4151.4	6178.7	4210.8	8290.6	16319.4	13526.4	5291.7	6430	6352.4	5245.4	5081.4	7062.6	5677.8	7045.1	4633.5	5865.5	6233	6725.9
6257-56	CGRE1	Q99674	CGREF1	6602.9	5260.3	8280.2	5378.1	4733.9	6912.7	3964.6	6002.4	5595.6	5719.2	7325.9	4972.1	6499	5676.4	5397.6	6444.6	3800.8	4237.5	6367.4	3554.2	4735.5	5524.5	5460.5	4771.7	5296.6	7535	7356.5	5874.9	4073.4	4533.4	5421.3	5093.8	4287	7262.6	3270.8	8357.7	3909.3	4444.8	6541.9	6345.5
6259-60	Tenascin	P24821	TNC	6654.9	4198.4	4364.1	6686.9	3743.5	4524.2	12204.6	4153.4	5191.3	4931.1	5208	3150.7	4990.2	6043.1	4788.5	3491.1	3272.9	3781.6	5074.4	4051.9	6840.8	8078.6	4271.6	5081.6	3600.7	7864.8	3597.9	7468.1	4904	4514.4	4320	4655	3836.5	4268	4234.1	5596.4	4013.4	5910.3	4433.6	5594.2
6260-14	Tenascin	P24821	TNC	22441.5	13412	38200.5	25902.4	17552	15284.9	16283	20068.8	18482.5	23162.2	19407.6	22757.9	22978.7	28260.3	21874	19446.3	20623.5	18204.6	19294.3	22136.4	18667.4	22672.7	27456.3	17575.8	19568.2	28665.5	19705.7	28173.3	12058.4	20735	28800.6	19656.8	19641.3	19090.6	16919.9	23726.8	21343.3	21773.3	21017.4	25842.4
6262-14	IL-17B R	Q9NRM6	IL17RB	517.4	506.2	674.5	526.6	484.6	575.3	425.6	590.6	602.6	649.5	727	512.1	447.6	680.3	274.4	585	665.6	508.7	776	464.8	364.5	409.2	422.1	305.8	355.5	566.1	902.2	986.4	442.2	499.8	440.9	349.3	447.7	575.7	419.2	757.4	341.4	516.1	757.6	439.8
6264-9	CYR61	O00622	CYR61	261.8	200.7	391.2	196.7	204.7	232.8	152.7	234.1	163.9	184.1	261.8	1627.4	238.8	190.3	169.9	272.6	146.5	139.8	201.4	154.3	173.3	191.6	207.3	410.9	177.2	214.9	276	204.4	164.4	181.3	171.5	194.5	173.6	1256	141	223.7	187.4	192.8	218.7	210
6267-51	STMN4	Q9H169	STMN4	2931.6	2127.8	2816.7	3338.6	1449.9	3198.3	1249.5	1247.5	1557.2	1400.3	4377.9	1201.2	1639.2	1352.1	2010.9	3694.5	1157	1281.3	1752.2	812.6	1739.5	1388.4	1162.7	2078.6	1193.2	2351.4	6487.5	3969.1	1365.1	1535.8	1929.6	1500.8	1064.9	1538.9	1311.6	1665.3	1239.9	1257.1	1087.6	1853.4
6273-58	P3H1	Q32P28	LEPRE1	1977.1	1979.6	6527.2	2691.3	2575.8	1736.3	1730.1	2308.6	2328.4	1454.5	2913.1	1137.3	1435.8	1838.4	1203.9	4144.7	1161.9	1328.8	1792.8	1008.2	1139.3	1231.8	2738.5	1255	1466.4	1749.2	2240.4	1634.9	1661.6	1664.4	1331.6	1178.9	1551.2	2222.8	1638.1	2168.6	1665.4	1681.5	2036.1	1899
6274-15	WSCD2	Q2TBF2	WSCD2	408.7	393.8	610.7	440.8	485.1	437.4	358.9	531.9	488.8	525.7	714.3	398.3	482	469.6	263.8	623.7	516.1	488.7	650.9	386.2	325.7	405.5	487.8	352.3	300.7	497.2	552.7	783.8	383.3	412.8	563.7	382.9	456.4	653.1	303	521.9	324.4	502.1	606.4	452.6
6276-16	Furin	P09958	FURIN	2276.9	2127.2	2690.9	2333.5	2176.7	2332.5	1665.5	1698.5	1615.2	1825	3027.5	1504	2185.2	2043.9	1555	4819.5	1504	1454.3	1852.2	1537.5	1681.1	2389	2219.6	1851.3	1393.1	1976.3	2519.3	2005.4	1843.5	2204.5	1843.8	1947.9	3486.2	2433.8	1578.3	5257.1	1766.7	2286.8	1980.2	2652.9
6277-55	Fc_MOUSE	Q99LC4		41876.4	26248.1	35657.4	22705	24895.7	24052.2	25371.5	28745.2	26997.7	17313.4	19110.4	13388.7	22896.6	29772.4	21061	33223.5	21915.4	27118.5	25235.3	26939	23549.7	28566.7	34286.5	27143.3	17179.1	25257.9	18358.9	20971.3	20309	29897.2	21989.8	30001.7	30053.2	36911.9	17550.3	29824.5	29494.7	22092.9	22823.4	33154.9
6280-11	PCDH8	O95206	PCDH8	4543.2	3348.8	4212	4914.8	3581.9	5016.2	2199.3	3388.5	3038.3	3562.4	6074.5	2668.6	3028.6	3298.9	2758.5	4335.3	3071.2	3123.1	4545.8	2351.6	3439.3	2832.8	2272.1	3791.8	2481.6	4303.1	6756.4	6838.8	3246.5	2945.4	3427.1	2664	2873.9	4370.7	2554.5	4115.5	2099.9	3237.8	3661.1	3383.4
6281-51	SIA4B	Q16842	ST3GAL2	2175.3	1846.6	2689.6	2332.3	1665.6	2343.4	1287.3	1610.2	1586.7	2105.3	2884.4	1235.1	1719.9	1624.2	1535.7	3076	1360	1514.5	2155.7	1165.9	1581	1572	1793.4	2270.9	1257.6	2097.5	3339.7	2825.2	1496.2	1652.3	1768.6	1503.2	1396.9	1951.7	1315.3	1916.9	1436.3	1623	1564.3	1824.3
6283-60	MCEM1	Q8IX19	MCEMP1	8366.1	7121	16268.4	7759.8	12661.9	6135.7	7420.2	8557.5	6774.7	5351.2	9406	3332.2	5432.1	6376.4	3732.5	14013.4	4077	3453.4	7123.7	3429.7	3618.2	4584.6	12783.6	4182	4726.8	6274.1	6652.6	5632.6	7325.4	5798.5	3900.5	3075.9	5157.7	8369.9	8092.4	8459	6817.1	6411.4	7759.3	8007.1
6284-7	F150B	Q6UX46	FAM150B	5320.6	3894.2	4915.2	5557.8	3479.2	5620.4	3927.3	3808.8	4456.4	4597.3	7995.9	4670.3	4369.7	3871	3045.9	5896.7	5682.3	5282.3	7236.4	3096.4	4129.1	5481.6	2694.5	4264.1	3151.5	18684.5	8471.8	9671.5	4338	4397.6	4616.9	3235.8	4390.8	5115.9	2796.6	6071.9	2598	4510.8	4963	4118.6
6285-71	K0152	Q14165	MLEC	8151.9	7247.4	9721.8	8334.6	8761.8	12467.5	7697.2	10314.6	11454.7	11954.8	19092.8	10352.9	7007.1	8053.4	5423.7	12889.1	11913.2	10665.7	15892.1	6383.5	6411.2	5955.2	6060.9	4172.9	6624.4	11043.3	12710.8	18571.4	6789.7	8687.3	8148.6	4852.9	7971.4	9061.1	7614.8	13814.4	5142.9	8694.2	13652.1	7767.9
6289-78	RHG36	Q6ZRI8	ARHGAP36	1155.3	837	1216	1080.3	740.3	1248.7	532.1	748.7	756.9	732.8	3877.4	1256	622.3	1059.8	908.4	9075.3	494.8	570.4	802.9	506.2	818.2	647.6	628.4	950.7	607.8	829.4	2979.9	800.5	669.7	1010.6	1009.3	596.8	592.1	747.9	582.5	730.7	734.1	607.5	707.3	891.5
6290-3	UTS2B	Q765I0	UTS2B	1066	1015.7	1714.3	1101.1	1262.4	1038.9	844	1296.1	1004.6	947	1551	769.4	937.7	1044.1	774.6	2060.7	795.9	833.9	1115.5	833.7	801.2	841.9	1166.3	897.8	783.9	1087.5	1343.8	1366.2	893.8	941	982.1	932.5	890.8	1244	840.8	1175.5	856.7	1030.5	1146.3	1222.4
6291-55	Alcadein-beta	Q9BQT9	CLSTN3	1350.5	1330.1	1673.4	1581.4	1505.1	1751	843.6	1209.8	1135	1087.6	1778.2	930.2	1508.7	1277.4	1186.6	2095.8	2069.2	791.6	1028.2	950.4	1310.3	1139	1416.1	1590.2	855	1670.4	2218.8	1565.9	1295.1	1411.8	1179.6	1099.1	1330.6	1409.2	1088.8	1620.1	1207.8	1372.1	1357.7	1596.4
6294-11	BAGE2	Q86Y30	BAGE2	1880.9	1419.7	2388.3	1759.3	1219.3	1777.2	917	1206.5	1178.3	1215.9	2305.4	1109.3	1521.8	1267.5	1167.8	2205.7	1011.1	960.9	1400	809.2	1450.9	1045.8	1044.5	1387.5	920.9	1770.8	2872.6	2202	1066.4	1293.2	1229.1	996	1041.3	1550.1	1066.8	1505.6	835.4	1207.5	1258.6	1429.3
6295-67	Fc_MOUSE	Q99LC4		2463.2	3441.9	3285.6	2094.5	2585.6	2780	2458.5	2435	2377.3	2812.4	2171.4	1714.4	3172.8	2304.4	1810	2565.5	1755.7	2942.9	2377.3	2120.3	1618.3	2399	2638.1	2357.2	1712	1863.6	1842.2	1654	1844.3	2277.1	6425.1	3779.5	2452	3477.4	2697.1	2362.5	2650.8	1912	2471.6	3077.7
6296-36	OIT3	Q8WWZ8	OIT3	523.7	514.7	707.5	569.3	622.8	589.7	355.2	485.1	405.4	414.3	641	411.5	630.1	452.8	396.9	680.3	342.1	391.1	422.1	344.6	491	1168	496.7	582.1	356.3	557.7	815	591	427.9	519	458.7	441.2	439.7	616.7	397.7	579.4	413.6	446	509.8	526.3
6300-14	Fc_MOUSE	Q99LC4		2738.9	2883.5	3093.7	3151.3	6558	2474	2659.5	3051.4	19615.2	2881.2	3045.8	1783	2558.7	2643.5	1650	4517.1	2137.9	2756.7	2464	1619.6	1456.8	2908.2	3540.7	2512.3	1984.8	2591	2142.3	3249.4	2002	2298.9	5468.3	4552.4	2237.3	2893.6	2094.9	3129.3	3153	3944.1	2861.3	3297.8
6304-8	C1QT1	Q9BXJ1	C1QTNF1	4636.2	4796.8	5074.9	5053.1	3255.4	4560.6	4831.7	4217.6	4236	4567.4	5669.8	2815.7	3504.4	5881	3412.2	7068.1	4050.7	3538	4295.5	3944.4	4984.5	3856.8	4167.2	3652.5	3923.6	5049.2	5187.9	5258.6	4221.9	3801.4	4530.4	3245.4	4071.7	3801.4	3304.1	5648.3	3692.7	5246.1	3962.9	4944.9
6315-58	PLBL1	Q6P4A8	PLBD1	2226.1	1189	4126.2	1263.4	1937.9	940.7	1176.4	1237.1	1022.5	908.3	1617	734.3	855.8	1171.7	714.3	1812.7	925.5	690.8	1219.3	652	943.2	771.8	1159.7	1167.6	733	1005.1	1312.2	1209.7	979.6	877.7	849.6	659.7	833	1380.6	892.4	1264.9	924.3	895.3	1264	1027.3
6321-65	PCDGA	Q9Y5H3	PCDHGA10	1056.7	1329.7	1299.5	948.9	1161.3	1023.6	1039	1285.7	878	1028.7	953.8	771.9	927.5	1049.2	715.4	1163.9	848	897.4	1007	785.1	985.2	1091.1	1053.9	926	840.4	1332.7	1317.4	993.5	961.7	1127.7	866.4	930.8	1311.5	1191.2	980.4	1104.5	1140.7	1128.1	1249.1	1145.8
6324-11	DNSL2	Q92874	DNASE1L2	2936.6	2989.9	2770.8	3199	3042.4	3704.5	2037.7	1959.7	2083.9	2502.2	3276.1	2198.3	3700.4	2794.2	2145.2	4657.5	1939.8	1974.1	2279	2237.5	2666.4	3573	2841.4	2841.6	1963.1	2636.5	3066.1	2714.2	2738.4	3359.5	2717.2	3102.4	3571.3	3172.4	2355.9	2745.1	2269.3	3729.4	2536.8	4073.6
6326-20	BMP-4	P12644	BMP4	1452.6	1643.9	4322	903.5	1323.7	1897.6	911.6	2656.8	1313.8	850	2787.6	1369.8	1045.4	1421.1	989.5	3362.7	930.4	867.8	1680.6	593.6	1191.2	1057.6	1259.2	729.9	1702.4	1732.2	2822	1317	886.4	1041.6	895.2	652.4	814	2488.5	740.7	2394.3	736	768.5	2100.2	1469.9
6334-9	GGT2	P36268	GGT2	4986.9	2390.3	2221.4	2690.7	2201.5	2981.2	2173	1883.5	1778.2	2399.2	8553	1510.2	1826.7	6009.2	2224.7	18492.4	1563.9	1508.7	3375	1710.3	3707	3013	2069.9	2026.5	1858.3	2204.3	7267	3951.7	4609.5	2332.2	2932.7	2047.1	2161.5	9597.5	1774	3127	1697.5	1897.6	2903.6	2398.5
6340-10	Fc_MOUSE	Q99LC4		34420.7	16047	22685.7	16861.5	12852.4	18599.2	18915.8	18380.2	14789.7	12771.6	13690.1	10534.2	14705.2	16473.4	15439.5	25985	16412.6	23095.4	21783.1	17752.6	17985.5	21986.4	21245.2	23461.5	11892.4	19798.6	12530.3	13159.4	12986.7	20550.1	15911	25470.7	22113.6	26074.7	8928.4	22044.7	20701.5	13220.8	14925.5	22983.5
6342-10	Nephronectin	Q6UXI9	NPNT	918.3	681.7	415.3	615	259.7	531.5	599.5	490.4	403.8	630.5	400.6	214.7	1587.7	929.7	342.7	392.5	215.4	503.7	217.9	223	448.7	1079.2	361.1	434.1	560.5	997	409.2	751.1	251	407.8	430.6	427.5	350.1	515.2	249.5	748.3	297.7	1172.4	760.4	808.5
6350-43	Apo C-II	P02655	APOC2	740.8	632.7	1043.7	844.5	586.1	728.5	532.7	585.2	544.5	654.4	1713.2	530.2	496.1	564.7	755.2	2867.5	2617.1	682.4	702.5	386.6	545.9	531.8	554.4	617.7	580.7	757	1106.5	744.9	554.7	641.9	728.5	1042.8	510.6	613.7	656.8	571.5	1322.6	522	850.8	628.8
6351-55	CD79B	P40259	CD79B	567.5	597.4	1084.4	590.8	818.6	497.1	530.6	691.6	548.5	497.5	703.4	435.6	705.3	605.6	389.7	1050.3	415.5	1337.4	525.3	425.1	389.5	478.7	881.1	439.3	440.6	514.9	625.9	519.1	530.3	562.8	452.8	412	515	709.6	576	633.6	578.2	550.3	636.2	638
